"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Aphelidiomycota","Ascomycota","Basidiobolomycota","Basidiomycota","Blastocladiomycota","Chytridiomycota","Entorrhizomycota","Glomeromycota","Monoblepharomycota","Mortierellomycota","Mucoromycota","Olpidiomycota","Rozellomycota","unidentified","Unknown","Zoopagomycota"
95,95,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN11","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010BA",0,39817,0,1384,0,318,0,8,0,172,70,0,0,3,783,0
96,96,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN11","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,34.19,36.24,36.65,3,1,"S211","JTMR010DS",0,38578,0,1627,0,504,0,348,0,407,17,0,0,3,3358,0
101,101,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN12","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR010CN",0,55534,0,8147,0,791,0,1054,21,350,0,5,0,159,4213,0
102,102,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE12","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011EV",0,59100,0,1097,0,888,0,8,0,0,0,0,6,0,1537,0
103,103,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE12","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011C",0,63255,0,896,0,324,0,84,0,0,81,0,9,86,575,0
104,104,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE12","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011CF",0,60183,0,2324,0,255,0,867,0,0,16,0,0,0,438,0
106,106,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE12","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010EA",0,35782,0,2313,0,214,0,57,0,68,0,0,0,10,797,0
109,109,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN12","S","P","N",1,"S10","S10PN1","S10PN1","S10","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR011BW",0,46939,0,2569,0,195,0,0,0,0,256,0,0,0,1431,0
110,110,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN12","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010EL",0,43098,0,2426,0,913,0,483,0,25,0,17,0,40,1762,0
111,111,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN12","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,34.57,36.27,NA,NA,2,0,"S911","JTMR010CB",0,41406,0,2808,0,1333,0,58,25,2019,47,4,7,3,6788,2
112,112,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN12","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR010FD",0,31101,10,2287,0,707,0,103,7,557,83,122,82,138,2158,0
113,113,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE12","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,32.27,33.37,33.12,33.41,4,1,"S901","JTMR010EC",0,54249,0,4861,0,823,0,125,26,1556,215,46,260,55,878,0
114,114,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE12","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010DC",0,56961,0,2669,0,468,0,1449,31,1704,104,41,0,3,1710,0
116,116,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN12","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,36.56,36.02,36.99,36.33,4,1,"S811","JTMR010FA",0,62721,0,4045,0,1239,4,7,0,196,43,0,0,23,918,0
117,117,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN12","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR010BT",0,40584,0,1602,0,360,0,454,0,284,78,0,15,72,1636,0
118,118,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE12","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,39.46,NA,NA,1,0,"S1001","JTMR011N",0,31333,0,2603,0,333,0,23,0,0,0,0,55,0,101,0
119,119,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN12","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR011U",0,52525,0,7342,0,470,0,4,0,0,113,0,6,123,2792,0
120,120,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE12","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010F",0,60857,0,4788,0,795,0,892,36,513,8,67,0,40,3149,0
121,121,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN12","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR011CW",0,67675,12,748,0,438,0,0,0,0,21,0,0,0,586,0
122,122,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN12","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010FF",0,45874,9,1798,0,456,0,861,26,360,62,18,3,0,927,0
123,123,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE12","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR011BF",0,56946,0,1841,0,0,0,9,0,0,86,0,0,0,198,0
124,124,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN12","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,NA,NA,NA,39.31,1,0,"C511","JTMR010BG",0,67338,0,3706,0,1442,0,42,5,239,350,27,0,70,3704,0
125,125,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN12","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR010AC",0,39913,5,872,0,334,0,804,12,402,73,9,0,0,1879,0
126,126,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE12","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011CX",0,66894,8,6251,0,734,0,38,0,0,62,0,13,9,624,0
127,127,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE12","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR010DX",0,59101,0,3493,0,138,0,109,4,83,6,33,41,0,668,0
129,129,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE12","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010BD",0,47431,3,3527,0,1175,0,0,0,391,38,0,30,4,574,0
130,130,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE12","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR011P",0,58635,0,1414,0,22,0,172,0,0,13,0,0,10,392,0
131,131,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN12","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR011EL",0,47978,14,904,0,108,0,309,0,0,0,0,0,7,251,0
132,132,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE12","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010BW",12,34972,26,4422,0,755,0,29,0,914,50,74,337,5,1242,0
134,134,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE12","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010CG",0,52836,0,1217,343,651,0,95,25,489,62,19,35,235,1508,0
137,137,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN12","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR011EQ",0,54368,5,1056,0,223,0,78,0,0,31,0,0,0,591,0
138,138,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN12","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR011BY",0,56476,6,2096,0,1137,0,0,0,0,8,0,0,51,3646,0
139,139,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE12","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011ET",0,69332,10,744,0,54,0,13,0,0,43,0,0,0,432,0
140,140,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN12","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011BS",0,54462,0,969,0,177,0,58,0,0,91,0,0,0,278,0
141,141,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN12","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,34.92,37.33,35.7,36.35,4,1,"S611","JTMR011EE",0,61241,0,390,0,0,0,0,0,0,314,0,0,195,519,0
142,142,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN12","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR010BU",0,34553,0,2431,0,325,0,1974,24,422,0,47,0,188,1895,0
144,144,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE12","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,33.21,34.85,34.23,35.7,4,1,"S601","JTMR011CY",0,81542,0,1477,0,218,0,0,0,0,195,0,25,0,445,0
145,145,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE12","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR011BL",0,59785,0,1440,0,4,0,240,0,0,0,0,0,0,2458,0
146,146,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN12","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR011ER",0,54562,20,1364,0,843,0,1028,0,0,29,0,0,25,891,0
147,147,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN12","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR010BC",0,64397,7,1482,0,2804,0,0,0,612,429,0,6,4,432,4
148,148,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE12","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011DS",0,53479,11,680,0,228,0,237,0,0,24,0,5,0,1171,0
150,150,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE12","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011AY",0,51577,0,3790,0,140,0,43,0,0,537,0,26,13,271,0
151,151,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE12","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR010Q",0,49593,0,866,0,159,0,137,6,96,112,0,17,16,300,0
153,153,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE12","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011BJ",0,43918,4,1202,0,6,0,68,0,0,414,0,11,7,211,0
154,154,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE12","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011Y",0,58316,0,428,0,10,0,8,0,0,593,0,0,14,296,0
158,158,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE12","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010W",0,46250,0,5192,0,2920,0,26,0,942,232,29,0,8,1443,0
159,159,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE12","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010L",0,55129,0,1333,0,87,0,368,7,119,15,0,0,2,739,0
160,160,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN12","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,35.46,35,33.86,33.51,4,1,"S511","JTMR011CK",0,73321,0,1435,0,59,0,0,0,0,192,0,0,0,2929,0
161,161,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN12","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR011EK",0,54492,0,6081,0,23,0,530,0,0,10,0,0,0,1757,0
162,162,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE12","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR010G",0,59627,0,7343,0,255,0,479,17,58,0,11,0,154,1712,0
164,164,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE12","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,35.12,1,0,"S201","JTMR010CV",0,98532,0,3355,0,1730,0,0,0,379,633,12,0,61,501,0
165,165,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE12","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR010BV",0,38419,0,4122,0,364,0,389,16,475,0,0,15,144,1285,0
177,177,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE12","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011O",0,62457,0,524,0,34,0,0,0,0,20,0,0,0,174,0
178,178,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN12","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011DH",0,54611,0,1323,0,38,0,868,0,0,9,0,0,0,487,0
179,179,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN12","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,35.08,38.23,34.99,36.78,4,1,"C711","JTMR011M",0,56577,0,3149,0,203,0,6,0,0,6,0,0,38,1858,0
181,181,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE12","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010C",0,86555,0,6400,0,868,0,1437,36,904,0,15,11,127,1285,0
183,183,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE12","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011CU",0,73508,12,5795,0,2573,0,25,0,0,29,0,89,8,1488,0
184,184,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN12","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,36.76,NA,1,0,"C411","JTMR010EU",0,47220,0,317,0,1140,0,37,0,246,1625,0,0,5,808,0
185,185,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN12","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR010ET",0,56550,2,3826,0,276,0,140,14,200,0,11,18,19,1016,0
186,186,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN12","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,37.54,NA,NA,1,0,"C1011","JTMR010D",0,64330,3,17204,0,2395,0,100,13,383,31,13,10,24,2369,0
187,187,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN12","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010DU",0,54936,0,1575,0,1396,0,0,0,1287,108,0,3,7,1032,0
191,191,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN12","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011AR",0,50061,0,1691,0,131,0,16,0,0,0,0,0,22,974,0
192,192,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN12","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR010BB",0,35844,0,1844,0,547,0,307,30,333,175,0,0,0,1696,0
194,194,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE12","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011BD",0,61120,0,637,0,233,0,0,0,0,2021,0,0,88,1822,0
