"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Aphelidiomycota","Ascomycota","Basidiobolomycota","Basidiomycota","Blastocladiomycota","Chytridiomycota","Entorrhizomycota","Glomeromycota","Monoblepharomycota","Mortierellomycota","Mucoromycota","Olpidiomycota","Rozellomycota","unidentified","Unknown","Zoopagomycota"
195,195,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN12","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010I",0,99844,0,4470,0,1821,0,72,0,1143,81,10,3,27,772,0
196,196,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN12","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR011ED",0,39705,0,7411,0,53,0,301,0,0,71,0,2,2,543,0
201,201,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN13","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR010CI",0,50396,0,3730,0,379,0,1176,0,428,3,3,15,144,6669,0
202,202,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE13","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011FE",0,76310,0,1492,0,1160,0,0,0,0,45,0,0,0,5378,0
203,203,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE13","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011DR",0,33400,0,525,0,228,0,148,0,0,20,0,55,0,200,0
204,204,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE13","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011CV",0,68560,4,1380,0,366,0,653,0,0,46,0,32,7,519,0
206,206,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE13","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR011BR",0,48155,0,688,0,0,0,46,0,0,0,0,0,59,1169,0
209,209,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN13","S","P","N",1,"S10","S10PN1","S10PN1","S10","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010DR",0,51468,18,8836,0,2096,0,720,14,2313,172,0,138,43,3253,0
210,210,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN13","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR011AG",0,1508,0,115,0,0,0,7,0,0,0,0,0,0,216,0
211,211,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN13","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,37.65,34.92,NA,NA,2,0,"S911","JTMR011CR",0,61954,68,2252,0,505,0,3,0,0,84,0,25,0,1276,0
212,212,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN13","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR010CH",0,64050,0,3377,0,496,0,1843,0,101,5,0,0,3,1816,0
213,213,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE13","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010S",0,62731,0,1793,0,405,0,0,5,238,59,7,30,22,1023,0
214,214,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE13","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR011CD",0,23009,0,643,0,26,0,95,0,0,0,0,0,0,928,0
216,216,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN13","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,35.7,NA,NA,NA,1,0,"S811","JTMR011B",0,61229,0,3037,0,34,9,34,0,0,610,0,0,0,1698,0
217,217,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN13","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR011A",0,50671,0,2249,0,126,0,961,0,0,0,0,6,6,1433,0
218,218,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE13","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,34.94,34.35,35.26,35.41,4,1,"S1001","JTMR010DW",0,44079,0,580,0,201,0,0,3,516,339,0,223,7,387,0
219,219,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN13","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010EX",0,39379,0,6655,0,657,0,7,0,182,0,0,49,119,2313,0
220,220,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE13","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR011AI",0,52790,0,1575,0,90,0,1593,0,0,70,0,0,23,3050,0
221,221,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN13","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010DA",0,57066,0,3269,0,2830,0,7,8,536,74,2,50,45,2535,0
222,222,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN13","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010V",0,27889,0,1079,0,798,0,3400,32,143,18,12,18,5,4879,0
223,223,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE13","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010BY",0,54643,0,2919,14,1123,0,0,0,86,244,0,0,7,1016,0
224,224,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN13","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.32,35.77,35.96,35.03,4,1,"C511","JTMR011FA",0,73301,0,652,0,297,0,34,0,0,17,0,0,0,242,0
226,226,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE13","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011E",0,63411,0,5271,0,124,0,159,0,0,77,0,22,512,287,0
227,227,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE13","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011CZ",0,78900,0,1914,0,623,0,501,0,0,460,0,12,12,467,0
229,229,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE13","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010BJ",0,63417,0,4707,0,840,0,11,10,206,167,0,68,0,1077,0
230,230,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE13","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010FE",0,54288,5,3186,0,452,0,227,37,472,0,21,0,21,1978,0
231,231,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN13","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR011AM",0,54677,0,1663,0,22,0,39,0,0,0,0,0,19,159,0
232,232,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE13","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,36.95,36.1,NA,2,0,"C701","JTMR010DH",0,42588,0,18086,0,12,0,63,0,302,198,0,18,4,582,0
234,234,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE13","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,39.66,NA,NA,NA,1,0,"C101","JTMR010EF",0,54950,4,1350,0,293,0,269,0,109,3,6,0,116,1785,0
237,237,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN13","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010CS",0,107676,76,19934,0,2269,0,295,27,1963,39,49,50,45,2270,0
238,238,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN13","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010EJ",0,48382,0,2137,0,3207,0,0,0,62,6,0,0,0,924,0
239,239,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE13","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011BM",0,61833,3,723,0,796,0,0,0,0,312,0,51,0,1632,0
240,240,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN13","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,34.17,33.35,34.67,33.95,4,1,"C811","JTMR011J",0,67495,0,1231,0,165,0,0,0,0,49,0,0,17,166,0
241,241,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN13","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR010DG",0,47399,0,1299,0,1532,0,54,0,549,152,0,0,19,815,0
242,242,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN13","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011BZ",0,48496,0,1767,0,9,0,866,0,0,0,0,14,42,1414,0
244,244,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE13","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,30.74,31.14,31.42,31.84,4,1,"S601","JTMR011BB",0,63708,0,489,0,158,0,0,0,0,407,0,0,0,91,0
245,245,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE13","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR010DI",0,52972,0,4475,0,449,0,161,21,150,0,8,0,72,1401,0
246,246,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN13","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,36.66,35.73,NA,NA,2,0,"C211","JTMR011AN",0,60114,10,3075,0,74,0,150,0,0,80,0,0,16,875,0
247,247,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN13","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR010AD",0,61513,0,536,0,464,0,0,0,611,500,0,9,0,249,0
248,248,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE13","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010CD",0,26765,4,18904,0,237,0,221,4,116,13,0,0,29,516,0
250,250,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE13","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,31.27,31.49,31.23,31.57,4,1,"C401","JTMR011AA",0,63796,0,6032,0,94,0,0,0,0,665,0,7,9,1091,0
251,251,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE13","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011CS",0,77702,28,2526,0,207,0,451,0,0,3,0,43,34,1360,0
253,253,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE13","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011EO",0,61166,0,4858,0,663,0,0,0,0,158,0,0,0,282,0
254,254,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE13","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR010AX",0,51388,0,242,0,49,0,20,11,239,90,0,0,0,534,0
258,258,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE13","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010DO",0,41408,6,1664,0,662,0,358,12,1031,68,9,16,319,2191,0
259,259,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE13","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010BI",0,38583,0,1828,0,424,0,212,15,292,30,0,0,5,1346,0
260,260,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN13","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,39.59,36.25,35.11,34.83,4,1,"S511","JTMR011AV",0,60592,0,2820,0,71,0,0,0,0,154,0,4,0,170,0
261,261,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN13","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR011DW",0,68180,0,2167,0,30,0,836,0,0,32,0,32,0,2910,0
262,262,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE13","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011DA",0,48132,0,799,0,0,0,979,0,0,56,0,20,36,1678,0
264,264,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE13","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011DB",0,65212,0,444,0,94,0,3,0,0,358,0,6,4,186,0
265,265,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE13","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011EI",0,26288,0,334,0,0,0,284,0,0,5,0,0,32,1349,0
277,277,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE13","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011EM",0,55342,0,686,0,523,0,0,0,0,6,0,76,0,612,0
278,278,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN13","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011CE",0,61975,12,1856,0,92,0,747,0,0,1685,0,0,17,2087,0
279,279,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN13","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR010DQ",0,55283,5,4683,6,1018,0,65,10,589,107,32,20,15,1440,0
281,281,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE13","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010ER",0,32384,0,1360,0,353,0,442,33,381,28,14,2,283,2383,0
283,283,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE13","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011R",0,66492,4,2077,0,722,0,0,0,0,58,0,0,30,535,0
284,284,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN13","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR010T",0,51416,0,2757,0,852,0,107,8,172,41,8,0,8,526,0
285,285,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN13","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011AU",0,52498,0,860,0,83,0,21,0,0,3,0,4,0,169,0
286,286,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN13","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010AL",0,50680,62,3735,0,1133,0,90,0,748,599,19,0,4,1315,0
287,287,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN13","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR011DO",0,64461,6,364,0,45,0,0,0,0,287,0,0,0,158,0
291,291,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN13","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR010K",0,49113,0,1878,0,415,0,0,0,364,38,0,0,29,550,0
292,292,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN13","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011BT",0,38700,14,1079,0,173,0,33,0,0,191,0,43,30,438,0
294,294,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE13","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,32.91,32.8,33.82,33.31,4,1,"S501","JTMR011AX",0,51742,0,300,0,20,0,49,0,0,94,0,10,0,384,0
295,295,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN13","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010AJ",0,54544,0,332,0,149,0,11,0,293,349,0,0,5,271,0
