"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Aphelidiomycota","Ascomycota","Basidiobolomycota","Basidiomycota","Blastocladiomycota","Chytridiomycota","Entorrhizomycota","Glomeromycota","Monoblepharomycota","Mortierellomycota","Mucoromycota","Olpidiomycota","Rozellomycota","unidentified","Unknown","Zoopagomycota"
296,296,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN13","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR011EC",0,53068,0,1252,0,35,0,261,0,0,17,0,0,11,484,0
301,301,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN14","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011DT",0,61117,0,2247,0,48,0,182,0,0,0,0,0,73,2087,0
302,302,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE14","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011BG",0,54943,0,940,0,863,0,45,0,0,344,0,0,8,498,0
303,303,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE14","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,36.26,NA,36.69,35.22,3,1,"S801","JTMR011BA",0,31553,0,418,0,29,0,49,0,0,116,0,0,0,130,0
304,304,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE14","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011K",0,39875,0,800,0,30,0,652,0,0,126,0,8,0,680,0
306,306,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE14","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010ED",0,31357,0,4078,0,114,0,114,22,61,0,0,0,0,1347,0
309,309,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN14","S","P","N",1,"S10","S10PN1","S10PN1","S10","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010CX",0,88910,0,8472,0,3858,0,0,58,415,362,7,53,217,4005,0
310,310,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN14","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010AA",0,19827,0,2327,0,385,0,799,0,147,0,12,2,0,627,0
311,311,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN14","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,32.39,32.8,32.87,32.46,4,1,"S911","JTMR011EY",0,86665,17,1729,0,300,0,40,0,0,602,0,13,0,1214,0
312,312,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN14","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR011CI",0,70748,0,2518,0,125,0,562,0,0,0,0,11,371,2876,0
313,313,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE14","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,37.11,NA,1,0,"S901","JTMR010CY",0,91649,10,14688,0,471,0,122,16,589,182,28,30,566,8867,0
314,314,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE14","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010EV",0,48077,0,4766,0,191,0,550,0,344,48,314,9,22,1128,0
316,316,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN14","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,33.36,33.64,33.54,34.29,4,1,"S811","JTMR010AE",0,61543,0,1742,0,1079,4,38,0,296,64,12,5,186,696,0
317,317,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN14","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR011AF",0,41543,0,266,0,33,10,1021,0,0,33,0,55,175,427,0
318,318,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE14","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,28.38,29.07,29.42,29.41,4,1,"S1001","JTMR011EG",0,56873,0,767,0,22,0,46,0,0,57,0,0,0,105,0
319,319,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN14","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010AV",0,66373,0,5106,0,771,0,0,0,1630,494,0,128,7,2263,0
320,320,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE14","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010EG",0,47502,0,5277,0,295,0,359,17,857,52,9,24,295,1126,0
321,321,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN14","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010CZ",0,94391,5,6656,0,1429,0,201,18,1457,336,19,35,43,2852,0
322,322,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN14","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR011CN",0,72935,0,3441,0,200,0,312,0,0,251,0,0,6,5555,0
323,323,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE14","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR011BC",0,61343,0,684,0,106,0,0,0,0,254,0,0,4,37,0
324,324,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN14","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.7,36.29,NA,NA,2,0,"C511","JTMR011CL",0,71516,0,2110,0,121,0,59,0,0,86,0,6,37,909,0
325,325,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN14","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR010BN",0,35357,4,2525,0,492,0,289,23,151,8,73,8,370,1676,0
326,326,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE14","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011EN",0,64858,14,5346,0,171,0,39,0,0,6,0,8,15,879,0
327,327,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE14","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011DY",0,57823,0,1497,0,241,0,307,0,0,0,0,0,7,385,0
329,329,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE14","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010ES",0,50209,0,1308,0,537,0,26,3,252,19,6,5,0,526,0
330,330,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE14","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR011DU",0,73201,0,1075,0,31,0,602,0,0,28,0,5,0,699,0
331,331,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN14","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR010CQ",0,75621,7,6388,0,1134,0,1017,23,1096,0,70,3,310,2206,0
332,332,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE14","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010FB",0,59360,3,1589,0,797,0,296,5,854,317,18,206,6,1308,0
334,334,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE14","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010EK",0,36877,0,6540,0,499,0,100,0,141,7,96,5,15,3790,0
337,337,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN14","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010DT",0,22204,30,560,0,802,0,753,10,822,68,24,0,9,491,0
338,338,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN14","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010AT",0,76582,0,3502,0,4897,0,0,5,389,7,4,4,32,3846,0
339,339,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE14","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011AB",0,54783,0,569,0,130,0,69,0,0,25,0,95,0,9795,0
340,340,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN14","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,35.28,35.2,36.95,NA,3,1,"C811","JTMR010BF",0,55494,2,1881,0,479,0,252,0,498,276,5,0,68,313,0
341,341,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN14","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011CH",0,70391,0,2988,0,327,0,26,0,0,46,0,0,87,943,0
342,342,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN14","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011AJ",0,47019,0,273,0,5,0,587,0,0,0,0,0,5,679,0
344,344,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE14","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,34.82,35.07,34.88,35.02,4,1,"S601","JTMR011DI",0,65047,0,1500,0,58,0,15,0,0,83,0,0,4,489,0
345,345,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE14","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR011CT",0,74929,0,4773,0,68,0,0,0,0,7057,0,0,0,172,0
346,346,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN14","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,39.46,NA,NA,1,0,"C211","JTMR011DM",0,64855,0,2927,0,110,0,388,0,0,8,0,14,9,1186,0
347,347,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN14","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR011AS",0,73633,0,3065,0,272,0,27,0,0,38,0,0,12,435,0
348,348,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE14","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010FC",0,53529,0,1800,0,543,0,264,4,93,48,38,0,6,1376,0
350,350,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE14","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011EX",0,50430,4,2904,0,14,0,0,0,0,42,0,25,0,52,0
351,351,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE14","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR010AG",0,52469,0,2133,0,307,0,112,7,154,21,0,6,0,1343,0
353,353,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE14","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011EP",0,55706,0,952,0,114,0,10,0,0,11,0,0,2,313,0
354,354,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE14","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011BI",0,52159,0,709,0,136,0,54,0,0,55,0,8,0,583,0
358,358,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE14","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010DB",0,43884,0,6215,0,1308,0,0,0,959,18,0,0,0,3639,0
359,359,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE14","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010BM",0,51404,0,1753,0,370,0,909,9,300,99,10,0,26,2784,0
360,360,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN14","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,NA,NA,NA,36.03,1,0,"S511","JTMR010BO",0,52221,0,1810,0,446,0,118,0,720,4,0,0,19,1005,0
361,361,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN14","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR010AQ",0,42465,0,2150,0,528,0,627,7,216,14,25,10,0,1373,0
362,362,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE14","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR010EO",0,41053,0,1727,0,256,0,221,8,393,11,22,4,4,4371,0
364,364,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE14","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011W",0,61527,0,839,0,61,0,10,0,0,122,0,0,0,506,0
365,365,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE14","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011FG",0,41308,0,819,0,27,0,195,0,0,0,0,0,10,3134,0
377,377,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE14","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011DF",0,69526,0,493,0,6,0,0,0,0,13,0,0,31,136,0
378,378,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN14","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011BU",0,37438,4,1319,0,122,0,337,0,0,0,0,0,103,387,0
379,379,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN14","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,NA,39.53,NA,NA,1,0,"C711","JTMR010DV",0,49484,0,2501,0,1305,0,26,0,2123,112,0,0,7,2139,0
381,381,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE14","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010BE",0,65224,0,2014,0,498,0,83,19,376,240,0,5,0,1578,0
383,383,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE14","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010CL",0,56381,5,3213,0,373,0,55,15,419,1336,13,90,0,552,0
384,384,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN14","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011EA",0,74069,0,2679,0,177,0,18,0,0,47,0,0,0,595,0
385,385,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN14","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011FF",0,47951,0,899,0,40,0,43,0,0,7,0,9,0,458,0
386,386,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN14","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,36.34,38.99,37.41,39.96,4,1,"C1011","JTMR011BK",0,45478,0,3120,0,192,0,4,0,0,13,0,0,10,2894,0
387,387,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN14","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010CK",0,57040,6,9504,0,2938,0,33,11,609,233,25,30,4,1058,0
391,391,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN14","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011DJ",0,50570,0,747,0,72,0,13,0,0,23,0,0,0,351,0
392,392,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN14","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011AQ",0,41966,0,1703,0,98,0,663,0,0,0,0,0,9,482,0
394,394,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE14","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR010BR",0,43742,0,848,0,448,0,37,0,504,182,7,19,0,794,0
395,395,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN14","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010DM",0,39053,0,1894,0,290,5,13,0,164,184,0,0,22,1088,0
